Source	EgoNetworksCombined	id	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID	Full Name	Full Name Reversed	Particule?	Relationships	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Academies by VIAF	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet
EE	Voltaire	cordimargu000734	author,writer of memoirs			3	3	6		Marguerite Jeanne de Staal, baronne de Staal	Staal, Marguerite Jeanne de, baronne de Staal	Yes		baronne		http://en.wikipedia.org/wiki/Marguerite_de_Launay,_baronne_de_Staal	1.7294383E7	http://viaf.org/17294383			Letters_Literary	Elite, Court, Aristocracy									Female	French	8/30/1684	1684	6/15/1750	1750	Paris	France	Gennevilliers	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	fouqucharl001601	general,army officer,diplomat,soldier,aristocrat	diplomat	high-ranking_general	4	2	6		Charles Louis Auguste Fouquet, duc de Belle-Isle	Fouquet, Charles Louis Auguste, duc de Belle-Isle	Yes		duc		http://fr.wikipedia.org/wiki/Charles_Louis_Auguste_Fouquet_de_Belle-Isle						Government, Military, Aristocracy, Elite	Cultural		French Academy	Yes		Yes			Male	French	9/22/1684	1684	1/26/1761	1761	Villefranche-de-Rouergue	France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	parisjosep002753	financier			3	0	3		Joseph Paris Duverney	Paris Duverney, Joseph					http://en.wikipedia.org/wiki/Joseph_Pâris_dit_Duverney	4.9577307E7	http://viaf.org/49577307					Finance-banking								Male	French	1684-00-00	1684	1770-00-00	1770		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	fabiopierr001505	clergyman,author			1	0	1		Pierre Charles Fabiot Aunillon	Fabiot Aunillon, Pierre Charles						4.1956893E7	http://viaf.org/41956893			Letters_Literary			Clergy							Male	French	1684-00-00	1684	1760-00-00	1760		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	lenorcharl002262	financier			1	0	1		Charles François Le Normant de Tournehem	Le Normant de Tournehem, Charles François	Yes											Finance-banking								Male	French	1684-00-00	1684	1751-00-00	1751		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	lordeelisa002369	artist's daughter,painter's daughter			1	0	1		Elisabeth Anne Lordelot	Lordelot, Elisabeth Anne																				Female	French	1684-00-00	1684				France		unknown	 	 	Voltaire	 	 	 	 
EE		bertojeanl024351	churchman			0	0	0		Jean Louis de Berton Des Balbes de Crillon, archevêque de Narbonne	Berton Des Balbes de Crillon, Jean Louis de, archevêque de Narbonne	Yes			archevêque							Elite, Aristocracy		Catholic_High-ranking officials							Male	French	1684-00-00	1684	1751-00-00	1751		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	froullouis001003	army officer,diplomat,soldier	diplomat	officer	0	1	1		Louis Gabriel de Froulay	Froulay, Louis Gabriel de	Yes										Military, Government									Male	French	1684-00-00	1684	1766-00-00	1766		unknown		unknown	 	 	Voltaire	 	 	 	 
EE		gravesuzan001798	actress			0	0	0		Suzanne Catherine Gravet de Corsembleu de Livry, marquise de Gouvernet	Gravet de Corsembleu de Livry, Suzanne Catherine, marquise de Gouvernet	Yes		marquise								Aristocracy	Artist								Female	French	1684-00-00	1684	1778-00-00	1778		France		unknown	 	 	 	 	 	 	 
EE, CNRS-D	D'Alembert	lapimpierr023102	academy member,government minister,author	minister		0	2	2	Solignac	Pierre Joseph Lapimpie, chevalier de Solignac	Lapimpie, Pierre Joseph, chevalier de Solignac	Yes		chevalier			6.9272896E7	http://viaf.org/viaf/69272896/			Letters_Literary	Elite, Government, Aristocracy	Cultural		Academy of Stanislas, Academy of La Rochelle						Male	French	1684-00-00	1684	1773-00-00	1773		France		unknown	 	 	 	 	 	 	 
EE		lataslouis001062	theologian,religious controversialist,churchman			0	1	1		Louis Bernard de La Taste, évêque de Bethléem	La Taste, Louis Bernard de, évêque de Bethléem	Yes			évêque						Letters_Religious		Education	Catholic_Clergy							Male	French	1684-00-00	1684	4/22/1754	1754	Bordeaux	France		unknown	 	 	 	 	 	 	 
EE	Voltaire	saintthemi003079	academy member,journalist,satirist			0	4	4		Thémiseul de Saint-Hyacinthe	Saint-Hyacinthe, Thémiseul de	Yes				http://fr.wikipedia.org/wiki/Th%C3%A9miseul_de_Saint-Hyacinthe	2.7071255E7	http://viaf.org/viaf/27071255			Letters_Literary	Military	Cultural		Royal Society			Yes			Male	French	9/24/1684	1684	1746-00-00	1746	Orléans	France	Genecken	Netherlands	 	 	Voltaire	 	 	 	 
EE, CNRS-D	Voltaire, D'Alembert, Hume	henaucharl001884	politician,academy member			56	20	76	Hénault	Charles Jean François Hénault	Hénault, Charles Jean François					http://en.wikipedia.org/wiki/Charles-Jean-François_Hénault	118096	http://viaf.org/118096	Académie française; Académie royale des inscriptions et belles-lettres	http://upload.wikimedia.org/wikipedia/commons/f/f2/C.J.F._H%C3%A9nault_1.jpg	Letters_Literary	Government	Cultural		French Academy, Academy of Inscriptions	Yes				Graffigny, Lespinasse, Entresol, Geoffrin	Male	French	2/8/1685	1685	12/24/1770	1770	Paris	France	Paris	France	 	 	Voltaire	 	D'Alembert	Hume	 
EE	Voltaire	chauvgerma000622	government minister	minister		10	3	13		Germain Louis Chauvelin	Chauvelin, Germain Louis					http://en.wikipedia.org/wiki/Germain_Louis_Chauvelin	5.7368176E7	http://viaf.org/57368176	Académie des sciences, lettres et arts d'Amiens	upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chauvelin....jpg/280px-Chauvelin....jpg		Elite, Government			Academy of Amiens			Yes	Yes	Graffigny, Entresol	Male	French	1685-00-00	1685	4/1/1762	1762		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	guyotpierr001877	journalist,author			5	8	13		Pierre François Guyot Desfontaines	Guyot Desfontaines, Pierre François					http://en.wikipedia.org/wiki/Pierre_Desfontaines	4.4293738E7	http://viaf.org/44293738		upload.wikimedia.org/wikipedia/commons/thumb/2/26/Pierre_Desfontaines.jpg/220px-Pierre_Desfontaines.jpg	Letters_Literary		Cultural, Education	Catholic_Jesuit							Male	French	1685-00-00	1685	12/16/1745	1745	Rouen	France	Paris	France	 	 	Voltaire	 	 	 	 
EE		chrisjeanp024832	academy member,scientist			1	0	1		Jean Pierre Christin	Christin, Jean Pierre					http://en.wikipedia.org/wiki/Jean-Pierre_Christin			Académie des sciences, belles-lettres et arts de Lyon		Sciences		Cultural		Academy of Lyon			Yes	Yes		Male	French	1685-00-00	1685	1755-00-00	1755		France		unknown	 	 	 	 	 	 	 
EE		salliclaud003088	academy member,philologist			1	0	1		Claude Sallier	Sallier, Claude					http://en.wikipedia.org/wiki/Claude_Sallier	2.9524057E7	http://viaf.org/29524057	Académie française; Académie royale des inscriptions et belles-lettres		Letters_Antiquarian		Cultural, Education		French Academy, Academy of Inscriptions, Royal Society	Yes					Male	French	4/4/1685	1685	6/9/1761	1761	Bourgogne	France		unknown	 	 	 	 	 	 	 
EE		arouearman000112	lawyer			0	1	1		Armand Arouet	Arouet, Armand										Letters_Literary	Government	Legal								Male	French	3/22/1685	1685	2/18/1745	1745		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	hellojean0001933	academy member,scientist,chemist			0	1	1		Jean Hellot	Hellot, Jean					http://fr.wikipedia.org/wiki/Jean_Hellot	1.2377413E7	http://viaf.org/12377413	Académie des sciences		Sciences_Natural, Sciences		Cultural		Académie des sciences	Yes		Yes			Male	French	1685-00-00	1685	1766-00-00	1766		France		unknown	 	 	Voltaire	 	 	 	 
EE		helvejeanc024547	courtier,academy member,physician,doctor			0	0	0		Jean Claude Adrien Helvétius	Helvétius, Jean Claude Adrien						5.6707902E7	http://viaf.org/56707902	Académie des sciences		Sciences_Medicine	Court	Medical, Cultural		Académie des sciences	Yes		Yes			Male	French	1685-00-00	1685	1755-00-00	1755		France		unknown	 	 	 	 	 	 	 
EE		menyedmel0024008	politician,notary			0	0	0		Edme Louis Meny	Meny, Edme Louis											Government	Legal								Male	French	6/24/1685	1685	5/26/1761	1761	Paris	France	Paris	France	 	 	 	 	 	 	 
EE		lallelouis004488	civil servant			3	3	6		Louis François Lallemant, comte de Lévignen	Lallemant, Louis François, comte de Lévignen	Yes		comte								Government, Aristocracy									Male	French	1686-00-00	1686	1767-00-00	1767		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	roussjean0003045	journalist,author			2	4	6		Jean Rousset de Missy	Rousset de Missy, Jean	Yes					4.9248563E7	http://viaf.org/49248563			Letters_Literary, Political economy		Cultural	Protestant_Non-Anglican_Calvinist							Male	French	8/26/1686	1686	1762-00-00	1762	Laon	France	Brussels	Belgium	 	 	Voltaire	 	 	 	 
EE	Voltaire	dusauhenri001391	journalist,publisher			1	3	4		Henri Du Sauzet	Du Sauzet, Henri										Letters_Literary		Cultural, Publishing								Male	French	1686-00-00	1686	1754-05-00	1754	Toulouse	France	Amsterdam	Netherlands	 	 	Voltaire	 	 	 	 
EE	Voltaire, Rousseau	dupinclaud001434	financier			3	0	3		Claude Dupin	Dupin, Claude						5.4245513E7	http://viaf.org/54245513				Government	Finance-banking								Male	French	1686-00-00	1686	1769-00-00	1769		France		unknown	 	 	Voltaire	Rousseau	 	 	 
EE		fleurcharl001577	diplomat,government minister	minister		1	0	1		Charles Jean Baptiste Fleuriau, comte de Morville	Fleuriau, Charles Jean Baptiste, comte de Morville	Yes		comte		http://en.wikipedia.org/wiki/Charles_Jean-Baptiste_Fleuriau,_comte_de_Morville	1.0103014E7	http://viaf.org/10103014		upload.wikimedia.org/wikipedia/commons/thumb/5/5f/CHARLES-JEAN-BAPTISTE_FLEURIAU.jpg/220px-CHARLES-JEAN-BAPTISTE_FLEURIAU.jpg		Elite, Government, Aristocracy									Male	French	10/30/1686	1686	2/2/1732	1732	Paris	France		unknown	 	 	 	 	 	 	 
EE	Rousseau	gelasdanie023384	general,army officer,diplomat,soldier,aristocrat	diplomat	high-ranking_general	1	0	1		Daniel François de Gélas de Voisins d'Ambres, comte de Lautrec	Gélas de Voisins d'Ambres, Daniel François de, comte de Lautrec	Yes		comte			2.9241165E8	http://viaf.org/292411650				Military, Aristocracy, Government									Male	French	1686-00-00	1686	2/14/1762	1762		France	Paris	France	 	 	 	Rousseau	 	 	 
EE		bernasamue000267	financier,spendthrift			0	0	0		Samuel Jacques Bernard, comte de Coubert	Bernard, Samuel Jacques, comte de Coubert	Yes		comte								Government, Aristocracy	Finance-banking								Male	French	1686-00-00	1686	1753-00-00	1753		France		unknown	 	 	 	 	 	 	 
EE		perrethoma025051	notary			0	0	0		Thomas Simon Perret	Perret, Thomas Simon												Legal								Male	French	1686-00-00	1686	1/11/1753	1753		France		unknown	 	 	 	 	 	 	 
EE, CNRS-D	Voltaire, D'Alembert	paradfranc002745	poet,author,playwright,musician			58	2	60	Moncrif	François Augustin Paradis de Moncrif	Paradis de Moncrif, François Augustin	Yes				http://en.wikipedia.org/wiki/François-Augustin_de_Paradis_de_Moncrif	2.9544512E7	http://viaf.org/29544512		http://upload.wikimedia.org/wikipedia/commons/0/00/Moncrif_2.jpg	Letters_Literary	Court	Artist, Cultural		French Academy	Yes		Yes		Graffigny, Quinault	Male	French	1687-00-00	1687	11/19/1770	1770	Paris	France		unknown	 	 	Voltaire	 	D'Alembert	 	 
EE	Voltaire	raultcharl001171	military engineer			1	0	1		Charles Antoine de Rault de Ramsault	Rault de Ramsault, Charles Antoine de	Yes										Military, Government	Other								Male	French	6/8/1687	1687	1774-00-00	1774	Agenvillers	France	Saint-Sauveur	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	dumoumargu001378	aristocrat			52	1	53		Marguerite Madeleine Du Moutier, marquise de Bernières	Du Moutier, Marguerite Madeleine, marquise de Bernières	Yes		marquise								Aristocracy, Elite									Female	French	1688-00-00	1688	12/2/1757	1757		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	seytrjosep004462	academy member,collector,archaeologist,bibliophile			9	0	9		Joseph de Seytres, marquis de Caumont	Seytres, Joseph de, marquis de Caumont	Yes		marquis			5.9080159E7	http://viaf.org/59080159			Letters_Literary, Letters_Antiquarian, Collector	Elite, Aristocracy	Cultural		Academy of Inscriptions, Royal Society, Academy of Arcadia	Yes					Male	French	6/29/1688	1688	9/29/1745	1745		France		unknown	 	 	Voltaire	 	 	 	 
EE		quenamarie001168	gentlewoman			4	1	5		Marie Thérèse Quénaudon	Quénaudon, Marie Thérèse						2.2567955E7	http://viaf.org/22567955													Female	French	1688-00-00	1688	5/17/1751	1751	Revigny	France		unknown	 	 	 	 	 	 	 
EE		lafonetien002176	art critic			1	1	2		Étienne La Font de Saint-Yenne	La Font de Saint-Yenne, Étienne	Yes									Letters_Literary	Court									Male	French	12/8/1688	1688	6/16/1771	1771	Lyons	France	Paris	France	 	 	 	 	 	 	 
EE		brumopierr000453	priest,journalist			1	0	1		Pierre Brumoy	Brumoy, Pierre					http://en.wikipedia.org/wiki/Pierre_Brumoy	2.462402E7	http://viaf.org/24624020			Letters_Literary		Cultural	Catholic_Jesuit							Male	French	1688-00-00	1688	1742-00-00	1742	Rouen	France	Paris	France	 	 	 	 	 	 	 
EE		brunejeanl025049	lawyer			0	0	0		Jean Louis Brunet	Brunet, Jean Louis						1.00173981E8	http://viaf.org/100173981			Political economy		Legal								Male	French	1688-00-00	1688	1747-04-00	1747	Arles	France		unknown	 	 	 	 	 	 	 
EE		castelouis024313	scientist,priest,physicist,mathematician			0	0	0		Louis Bertrand Castel	Castel, Louis Bertrand					http://en.wikipedia.org/wiki/Louis_Bertrand_Castel	1.240522E7	http://viaf.org/12405220			Sciences_Mathematical, Sciences, Letters_Philosophical			Catholic_Jesuit							Male	French	1688-00-00	1688	1757-00-00	1757		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	frerenicol001609	scholar,academy member			0	1	1		Nicolas Fréret	Fréret, Nicolas					http://en.wikipedia.org/wiki/Nicolas_Fréret	3.4456779E7	http://viaf.org/34456779	Académie royale des inscriptions et belles-lettres	http://upload.wikimedia.org/wikipedia/commons/2/25/NicolasFreret.jpg	Letters_Literary, Letters_Antiquarian				Academy of Inscriptions	Yes		Yes			Male	French	1688-00-00	1688	1749-00-00	1749		France		unknown	 	 	Voltaire	 	 	 	 
EE		lahuerinie024162	riding-master			0	0	0		François Robichon de La Guérinière	Robichon de La Guérinière, François	Yes					1.7224955E7	http://viaf.org/17224955				Court	Artisan, Other								Male	French	1688-00-00	1688	7/21/1751	1751	Essay	France	Paris	France	 	 	 	 	 	 	 
EE	Voltaire	saliggabri001201	general,army officer,diplomat,soldier	diplomat	high-ranking_general	0	2	2		Gabriel Jacques de Salignac, marquis de La Mothe-Fénelon	Salignac, Gabriel Jacques de, marquis de La Mothe-Fénelon	Yes		marquis							Letters_Literary	Military, Government, Aristocracy, Elite									Male	French	7/25/1688	1688	10/11/1746	1746		France		Belgium	 	 	Voltaire	 	 	 	 
EE	Voltaire	amelojeanj000072	government minister	minister		42	6	48		Jean Jacques Amelot de Chaillou	Amelot de Chaillou, Jean Jacques	Yes				http://en.wikipedia.org/wiki/Jean-Jacques_Amelot_de_Chaillou	4.1830807E7	http://viaf.org/41830807	Académie française, Académie royale des sciences		Political economy	Elite, Government	Cultural		French Academy, Académie des sciences	Yes					Male	French	4/30/1689	1689	5/7/1749	1749		France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	pironalexi002844	playwright			5	18	23		Alexis Piron	Piron, Alexis					http://en.wikipedia.org/wiki/Alexis_Piron	7.6321392E7	http://viaf.org/76321392	Académie des sciences, arts et belles-lettres de Dijon	upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Alexis_Piron.jpg/220px-Alexis_Piron.jpg	Letters_Literary		Cultural		Academy of Dijon			Yes	Yes	Quinault, Geoffrin	Male	French	1689-00-00	1689	1773-00-00	1773	Dijon	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire, Rousseau	alarypierr000051	academy member,tutor			4	1	5		Pierre Joseph Alary	Alary, Pierre Joseph					http://en.wikipedia.org/wiki/Pierre-Joseph_Alary	5.9299094E7	http://viaf.org/viaf/59299094/		http://upload.wikimedia.org/wikipedia/commons/e/ef/Pierre-Joseph_Alary.jpg	Letters_Literary	Elite	Education	Clergy	French Academy	Yes		Yes		Lambert, Entresol	Male	French	3/19/1689	1689	12/15/1770	1770	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 
EE, CNRS-D	Hume	seconcharl022977	academy member,magistrate,philosopher	magistrate		3	1	4	Montesquieu	Charles de Secondat, baron de Montesquieu	Secondat, Charles de, baron de Montesquieu	Yes		baron		http://en.wikipedia.org/wiki/Montesquieu	2.7069096E7	http://viaf.org/27069096	Académie de Stanislas; Académie des sciences, lettres et arts d'Amiens; Académie française	upload.wikimedia.org/wikipedia/commons/7/7e/Montesquieu_1.jpg	Letters_Philosophical, Letters_Literary, Political economy	Government, Aristocracy	Legal, Cultural		French Academy, Royal Society, Academy of Stanislas, Prussian Academy of Sciences, Academy of Amiens	Yes				Entresol, Encyclopedistes, Dupin, Graffigny, Prie, Epinay, Tencin, Geoffrin, Lespinasse?, Deffand	Male	French	1/18/1689	1689	2/10/1755	1755	Bordeaux	France	Paris	France	 	 	 	 	 	Hume	 
EE	Voltaire	labromarie001035	aristocrat,author			4	0	4		Marie Magdeleine Angélique de La Brousse, comtesse de Verteillac	La Brousse, Marie Magdeleine Angélique de, comtesse de Verteillac	Yes		comtesse							Letters_Literary	Elite, Aristocracy									Female	French	1689-00-00	1689	1751-00-00	1751		France		unknown	 	 	Voltaire	 	 	 	 
EE, CNRS-D	Voltaire, D'Alembert	boudopierr000371	historian,librarian,censor	censor		3	0	3	Boudot	Pierre Jean Boudot	Boudot, Pierre Jean						108706	http://viaf.org/108706			Letters_Literary	Government	Cultural								Male	French	1689-00-00	1689	1771-00-00	1771		France		unknown	 	 	Voltaire	 	D'Alembert	 	 
EE	Voltaire	didotfranc001312	printer,publisher			2	0	2		François Didot	Didot, François					http://en.wikipedia.org/wiki/François_Didot	8.8058035E7	http://viaf.org/88058035					Publishing								Male	French	1689-00-00	1689	1757-00-00	1757	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	bainacharl000872	army officer,soldier		officer	1	0	1		Charles François de Baynast, marquis de Septfontaines	Baynast, Charles François de, marquis de Septfontaines	Yes		marquis								Aristocracy, Military, Government									Male	French	1689-01-00	1689	11/28/1765	1765		France		unknown	 	 	Voltaire	 	 	 	 
EE		rouilantoi001187	government minister	minister		0	1	1		Antoine Louis de Rouillé, comte de Jouy	Rouillé, Antoine Louis de, comte de Jouy	Yes		comte								Aristocracy, Government								Graffigny	Male	French	1689-00-00	1689	9/20/1761	1761		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	orryphili0002709	government minister	minister		0	1	1		Philibert Orry, comte de Vignory	Orry, Philibert, comte de Vignory	Yes		comte		http://en.wikipedia.org/wiki/Philibert_Orry	4.5101028E7	http://viaf.org/45101028		upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Orry%2C_Philibert.jpeg/220px-Orry%2C_Philibert.jpeg	Political economy	Elite, Government, Aristocracy									Male	French	1689-00-00	1689	1747-00-00	1747		unknown		unknown	 	 	Voltaire	 	 	 	 
EE, CNRS-D	Voltaire	laviljeani001078	diplomat,academy member,churchman	diplomat		1	3	4	La Ville	Jean Ignace de La Ville, évêque de Tricomie	La Ville, Jean Ignace de, évêque de Tricomie	Yes			évêque	http://en.wikipedia.org/wiki/Jean_Ignace_de_La_Ville	59073572	http://viaf.org/viaf/59073572/	Académie des belles-lettres, sciences et arts de La Rochelle, Académie française		Letters	Government		Clergy	French Academy, Academy of La Rochelle	Yes					Male	French	1690-00-00	1690	4/15/1774	1774	Bayonne	France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	moreajean0001190	government minister	minister		3	1	4		Jean Moreau de Séchelles	Moreau de Séchelles, Jean	Yes				http://en.wikipedia.org/wiki/Jean_Moreau_de_Séchelles	1.98943623E8	http://viaf.org/198943623			Political economy	Elite, Government									Male	French	5/10/1690	1690	12/31/1761	1761		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	parisjean0002752	financier			4	0	4		Jean Paris de Montmartel	Paris de Montmartel, Jean	Yes					7.7801545E7	http://viaf.org/77801545				Elite, Government	Finance-banking								Male	French	8/3/1690	1690	9/10/1766	1766	Moirans	France	Château de Brunoy	France	 	 	Voltaire	 	 	 	 
EE		saulxnicol024124	churchman			2	1	3		Cardinal Nicolas Charles de Saulx-Tavanes	Saulx-Tavanes, Cardinal Nicolas Charles de	Yes			cardinal							Elite		Catholic_High-ranking officials							Male	French	9/9/1690	1690	3/10/1759	1759	Paris	France	Paris	France	 	 	 	 	 	 	 
EE	Voltaire	grimoantoi001835	financier			2	0	2		Antoine Gaspard Grimod de La Reynière	Grimod de La Reynière, Antoine Gaspard	Yes											Finance-banking								Male	French	1690-00-00	1690	1756-00-00	1756		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	petitlouis001155	author			1	0	1		Louis Petit de Bachaumont	Petit de Bachaumont, Louis	Yes				http://en.wikipedia.org/wiki/Louis_Petit_de_Bachaumont	2.955879E7	http://viaf.org/29558790		upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Bachaumont.jpg/220px-Bachaumont.jpg	Letters_Literary	Aristocracy								Arnould2	Male	French	6/2/1690	1690	4/29/1771	1771	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	heraurene0001885	police chief	police chief		44	10	54		René Hérault	Hérault, René					http://en.wikipedia.org/wiki/René_Hérault	1.7034972E7	http://viaf.org/17034972				Government	Legal								Male	French	4/23/1691	1691	8/2/1740	1740	Rouen	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Rousseau	mussafranc023251	jeweller			5	0	5		François Mussard	Mussard, François												Artisan								Male	French	1691-00-00	1691	1755-00-00	1755		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	leveslouis002165	scholar,author,encyclopaedist			1	0	1		Louis Jean Lévesque de Pouilly	Lévesque de Pouilly, Louis Jean	Yes				http://en.wikipedia.org/wiki/Louis-Jean_Lévesque_de_Pouilly	6.650875E7	http://viaf.org/66508750	Académie royale des inscriptions et belles-lettres		Letters, Letters_Literary, Letters_Antiquarian		Cultural		Academy of Inscriptions	Yes		Yes			Male	French	8/30/1691	1691	3/4/1750	1750	Rheims	France	Rheims	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	orleacharl000823	scholar,academy member,clergyman			1	0	1		Charles d'Orléans de Rothelin	Orléans de Rothelin, Charles d'	Yes				http://en.wikipedia.org/wiki/Charles_d'Orléans_de_Rothelin	5.6600502E7	http://viaf.org/56600502		http://upload.wikimedia.org/wikipedia/commons/2/24/Charles_d%27Orl%C3%A9ans_de_Rothelin.jpg	Letters_Antiquarian, Collector, Letters_Literary, Letters_Religious		Cultural	Catholic_Clergy	French Academy, Academy of Inscriptions	Yes					Male	French	8/5/1691	1691	7/17/1744	1744	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE		bernalouis024001	civil servant			0	0	0		Louis Basile de Bernage	Bernage, Louis Basile de	Yes					8.9805561E7	http://viaf.org/89805561				Government									Male	French	1691-00-00	1691	1767-00-00	1767		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	brucdlouis023414	aristocrat			0	1	1		Louis François de Bruc de Montplaisir, marquis de La Guerche	Bruc de Montplaisir, Louis François de, marquis de La Guerche	Yes		marquis								Aristocracy									Male	French	1691-00-00	1691	1783-00-00	1783		France		unknown	 	 	 	Rousseau	 	 	 
EE		budedisaac000462	gentleman			0	2	2		Isaac Budé	Budé, Isaac											Aristocracy									Male	French	12/29/1691	1691	1770-00-00	1770		France		unknown	 	 	 	 	 	 	 
EE		secoudanie003122	academy member,historian			0	0	0		Daniel François Secousse	Secousse, Daniel François								Académie royale des inscriptions et belles-lettres		Letters_Literary		Cultural		Academy of Inscriptions	Yes		Yes			Male	French	1/8/1691	1691	3/15/1754	1754		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	montapierr023001	army officer,diplomat,soldier,aristocrat	ambassador	officer	20	11	31		Pierre François de Montaigu, comte de Montaigu	Montaigu, Pierre François de, comte de Montaigu	Yes	Superior of Jean-Jacques Rousseau (in Venice)	comte								Military, Elite, Government, Aristocracy									Male	French	1692-00-00	1692	11/25/1764	1764		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	dubeljeanf001360	academy member,preacher,priest,poet,author			14	4	18		Jean François Du Bellay Du Resnel	Du Bellay Du Resnel, Jean François					http://en.wikipedia.org/wiki/Jean-François_Du_Bellay_du_Resnel	4.7004842E7	http://viaf.org/47004842	Académie française; Académie royale des inscriptions et belles-lettres	http://upload.wikimedia.org/wikipedia/commons/8/8c/Jean-Fran%C3%A7ois_Resnel_Bellay.jpg	Letters_Literary, Letters_Religious			Catholic_Clergy	French Academy, Academy of Inscriptions	Yes				Graffigny	Male	French	6/29/1692	1692	2/25/1761	1761	Rouen	France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	levesjean0002164	historian,author,encyclopaedist			12	1	13		Jean Lévesque de Burigny	Lévesque de Burigny, Jean	Yes				http://en.wikipedia.org/wiki/Jean_Lévesque_de_Burigny	3.696593E7	http://viaf.org/36965930	Académie royale des inscriptions et belles-lettres		Letters_Literary, Letters				Academy of Inscriptions	Yes		Yes		Geoffrin	Male	French	1692-09-00	1692	10/8/1785	1785	Reims	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	dunoycathe001379	gentlewoman			9	1	10		Catherine Olympe Du Noyer	Du Noyer, Catherine Olympe	Yes					5.8644804E7	http://viaf.org/58644804				Elite									Female	French	1692-00-00	1692	1769-00-00	1769		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	racinlouis002914	poet,author			8	1	9		Louis Racine	Racine, Louis					http://en.wikipedia.org/wiki/Louis_Racine	3.9387234E7	http://viaf.org/39387234	Académie des belles-lettres, sciences et arts de La Rochelle; Académie des sciences, belles-lettres et arts de Lyon; Académie royale des inscriptions et belles-lettres		Letters_Literary		Artist		"Academy of Inscriptions, 	
Academy of La Rochelle, Academy of Lyon"	Yes				Tencin	Male	French	1692-00-00	1692	1763-00-00	1763		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	nivelpierr002667	academy member,playwright			7	2	9		Pierre Claude Nivelle de La Chaussée	Nivelle de La Chaussée, Pierre Claude	Yes				http://en.wikipedia.org/wiki/Pierre-Claude_Nivelle_de_La_Chaussée	7.6318065E7	http://viaf.org/76318065		http://upload.wikimedia.org/wikipedia/commons/1/1f/Nivelle_de_la_Chauss%C3%A9e.jpg	Letters_Literary		Cultural		French Academy	Yes		Yes			Male	French	2/14/1692	1692	3/14/1754	1754	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	marquguylo001875	general,army officer,diplomat,soldier	diplomat	high-ranking_general	3	3	6		Guy Louis Henri de Valory, marquis de Valory	Valory, Guy Louis Henri de, marquis de Valory	Yes		marquis			6.389125E7	http://viaf.org/63891250				Military, Government, Aristocracy, Elite									Male	French	1692-00-00	1692	10/20/1774	1774	Menin	Belgium	Étampes	France	 	 	Voltaire	 	 	 	 
